Name,Original_price,Offer,Final_price,Distance,Rating,Number of Rating,Summary,Location,City
OYO 65833 Trio Tourist Lodge,₹1926,32% off,₹1313,0.3 km,NEW,,,Paharganj,Delhi
OYO 10556 Hotel India International,₹1674,40% off,₹1010,0.7 km,3.9 ,(134 Ratings),Good,Paharganj,Delhi
OYO 12519 Hotel Sun Palace,₹1823,53% off,₹860,1.8 km,3.8 ,(363 Ratings),Good,Paharganj,Delhi
OYO 65163 Mahalaxmi Deluxe Saver,₹1375,32% off,₹937,0.5 km,4.2 ,(16 Ratings),Very Good,Paharganj,Delhi
OYO 26216 Hotel Maanvi,₹2030,36% off,₹1297,0.3 km,NEW,,,Paharganj,Delhi
OYO 36833 Bless Inn,₹1777,32% off,₹1212,0.8 km,NEW,,,Paharganj,Delhi
OYO 7135 Hotel Blue Sapphire,₹2063,32% off,₹1407,2.6 km,4.0 ,(14 Ratings),Very Good,Paharganj,Delhi
OYO 27928 Metropolis Guest House,₹2813,40% off,₹1675,1.1 km,4.2 ,(238 Ratings),Very Good,Paharganj,Delhi
OYO 3919 Hotel Sai Dham,₹1793,44% off,₹1010,1.0 km,3.3 ,(143 Ratings),Fair,Paharganj,Delhi
Capital O 2083 Hotel Blessings Deluxe,₹2555,32% off,₹1742,1.8 km,3.4 ,(21 Ratings),Fair,Paharganj,Delhi
OYO 27884 Hotel 3bs House Dx,₹1903,32% off,₹1297,2.0 km,3.5 ,(339 Ratings),Good,Paharganj,Delhi
OYO 1987 Paharganj,₹1777,32% off,₹1212,1.0 km,3.5 ,(501 Ratings),Good,Paharganj,Delhi
OYO 18690 Ambica Deluxe,₹2964,32% off,₹2021,3.7 km,4.3 ,(559 Ratings),Very Good,Paharganj,Delhi
Capital O 2242 Hotel Yuvraj Deluxe,₹3371,32% off,₹2299,0.6 km,4.2 ,(1211 Ratings),Very Good,Paharganj,Delhi
OYO 28237 Hotel Bramhaputra,₹1840,34% off,₹1212,0.7 km,3.6 ,(283 Ratings),Good,Paharganj,Delhi
OYO 27823 Hotel Sahib,₹1966,49% off,₹1010,1.3 km,3.2 ,(79 Ratings),Fair,Paharganj,Delhi
OYO 35384 Aisa Yatri Niwas,₹1777,32% off,₹1212,0.3 km,NEW,,,Paharganj,Delhi
OYO 64027 Luv Kush Deluxe Saver,₹1455,32% off,₹992,0.5 km,3.9 ,(165 Ratings),Good,Paharganj,Delhi
OYO 38062 Exotic Stay Gangaram Hospital,₹2736,32% off,₹1866,1.7 km,4.2 ,(904 Ratings),Very Good,Paharganj,Delhi
Capital O 980 Hotel Ramhan,₹2790,32% off,₹1903,5.1 km,4.2 ,(1580 Ratings),Very Good,Paharganj,Delhi
OYO 65833 Trio Tourist Lodge,₹1926,32% off,₹1313,0.3 km,NEW,,,Paharganj,Delhi
OYO 10556 Hotel India International,₹1674,40% off,₹1010,0.7 km,3.9 ,(134 Ratings),Good,Paharganj,Delhi
OYO 12519 Hotel Sun Palace,₹1823,53% off,₹860,1.8 km,3.8 ,(363 Ratings),Good,Paharganj,Delhi
OYO 65163 Mahalaxmi Deluxe Saver,₹1375,32% off,₹937,0.5 km,4.2 ,(16 Ratings),Very Good,Paharganj,Delhi
OYO 26216 Hotel Maanvi,₹2030,36% off,₹1297,0.3 km,NEW,,,Paharganj,Delhi
OYO 36833 Bless Inn,₹1777,32% off,₹1212,0.8 km,NEW,,,Paharganj,Delhi
OYO 7135 Hotel Blue Sapphire,₹2063,32% off,₹1407,2.6 km,4.0 ,(14 Ratings),Very Good,Paharganj,Delhi
OYO Home Luxe 29197 Lavish Stay Near Rajendra Place Metro,₹2719,32% off,₹1854,4.0 km,4.1 ,(724 Ratings),Very Good,Paharganj,Delhi
Capital O 44416 Paharganj Dx 1 Deluxe,₹3297,32% off,₹2248,0.3 km,4.2 ,(333 Ratings),Very Good,Paharganj,Delhi
OYO 27596 Hotel Parkash Dx,₹2374,32% off,₹1619,1.4 km,4.8 ,(26 Ratings),Excellent,Paharganj,Delhi
OYO 22355 Hotel Istay,₹1893,47% off,₹1010,1.1 km,4.7 ,(269 Ratings),Excellent,Paharganj,Delhi
OYO 35789 Cozy Stay BLK Hospital,₹2377,32% off,₹1621,3.7 km,4.1 ,(709 Ratings),Very Good,Paharganj,Delhi
OYO 40670 Hotel Trio Rooms Saver,₹1430,32% off,₹975,1.0 km,4.3 ,(442 Ratings),Very Good,Paharganj,Delhi
OYO 40163 Elegant Stay Gangaram Hospital,₹2372,32% off,₹1618,3.5 km,4.1 ,(1213 Ratings),Very Good,Paharganj,Delhi
OYO 2202 Hotel City Heights,₹2820,32% off,₹1923,1.1 km,3.0 ,(1 Ratings),Fair,Paharganj,Delhi
Capital O 312 Hotel Aster Inn Deluxe,₹3534,32% off,₹2410,1.9 km,4.7 ,(715 Ratings),Excellent,Paharganj,Delhi
OYO 62474 Revels Plum Hotel,₹2318,32% off,₹1581,0.4 km,4.7 ,(213 Ratings),Excellent,Paharganj,Delhi
OYO 510 Hotel Chand Palace,₹2038,32% off,₹1390,0.7 km,4.1 ,(599 Ratings),Very Good,Paharganj,Delhi
OYO 5943 TJS Grand,₹2678,32% off,₹1826,2.1 km,4.0 ,(54 Ratings),Very Good,Paharganj,Delhi
OYO 7844 Hotel Welcome Plaza,₹2197,36% off,₹1405,3.1 km,NEW,,,Paharganj,Delhi
OYO 10848 Hotel Geeson,₹1777,32% off,₹1212,0.7 km,4.4 ,(763 Ratings),Very Good,Paharganj,Delhi
OYO 46183 New Tech India,₹3115,32% off,₹2124,1.6 km,4.8 ,(274 Ratings),Excellent,Paharganj,Delhi
OYO 15515 Hotel Landmark Inn Saver,₹2085,32% off,₹1422,2.6 km,4.4 ,(762 Ratings),Very Good,Paharganj,Delhi
OYO 9233 Hotel Cottage Lord krishna,₹2285,56% off,₹1010,0.8 km,3.4 ,(216 Ratings),Fair,Paharganj,Delhi
OYO 2064 Hotel The Spot,₹1777,32% off,₹1212,1.1 km,NEW,,,Paharganj,Delhi
OYO 14705 Hotel India Palace,₹2707,32% off,₹1846,2.3 km,3.0 ,(1 Ratings),Fair,Paharganj,Delhi
OYO 6801 Hotel Shri Sai International Saver,₹1881,48% off,₹975,0.2 km,3.6 ,(45 Ratings),Good,Paharganj,Delhi
OYO 10562 Paharganj,₹2035,32% off,₹1387,0.3 km,5.0 ,(1 Ratings),Fabulous,Paharganj,Delhi
OYO 9821 Leo Click International,₹6915,32% off,₹4715,0.9 km,4.7 ,(566 Ratings),Excellent,Paharganj,Delhi
OYO 14136 Hotel Toto International,₹2339,32% off,₹1595,0.8 km,4.5 ,(362 Ratings),Excellent,Paharganj,Delhi
OYO 6169 Hotel Prem Deluxe,₹2352,32% off,₹1604,1.2 km,4.5 ,(196 Ratings),Excellent,Paharganj,Delhi
Capital O 467 Hotel Livasa Inn,₹3026,32% off,₹2063,3.7 km,3.9 ,(34 Ratings),Good,Paharganj,Delhi
OYO 7684 Hotel Repose Villa,₹2195,40% off,₹1308,0.5 km,4.0 ,(429 Ratings),Very Good,Paharganj,Delhi
OYO 9042 Hotel Jai Balaji,₹2310,32% off,₹1575,0.4 km,4.4 ,(318 Ratings),Very Good,Paharganj,Delhi
OYO 49750 Surya Inn,₹2953,32% off,₹2014,8.0 km,3.9 ,(289 Ratings),Good,Paharganj,Delhi
SPOT ON 37117 Hotel City Heart SPOT,₹841,32% off,₹574,0.5 km,4.0 ,(691 Ratings),Very Good,Paharganj,Delhi
OYO 38097 Harikiran Guest House,₹6915,32% off,₹4715,0.8 km,3.9 ,(106 Ratings),Good,Paharganj,Delhi
OYO 11599 Hotel Hi Life,₹2192,35% off,₹1418,0.3 km,4.5 ,(334 Ratings),Excellent,Paharganj,Delhi
OYO 15835 Hotel City Palace,₹1769,43% off,₹1010,0.7 km,4.5 ,(412 Ratings),Excellent,Paharganj,Delhi
OYO 512 Hotel Aman Inn Deluxe,₹1778,32% off,₹1213,0.6 km,NEW,,,Paharganj,Delhi
OYO 1660 Hotel Topaz,₹2090,32% off,₹1425,0.4 km,4.3 ,(297 Ratings),Very Good,Paharganj,Delhi
SPOT ON 63653 Hotel Sefali Dx SPOT,₹1481,32% off,₹1010,0.5 km,3.1 ,(121 Ratings),Fair,Paharganj,Delhi
SPOT ON 62772 Hotel Ved Deluxe SPOT,₹1481,32% off,₹1010,0.7 km,NEW,,,Paharganj,Delhi
OYO 889 Hotel City Stories 2,₹2162,32% off,₹1474,1.4 km,5.0 ,(1 Ratings),Fabulous,Paharganj,Delhi
OYO 9726 Hotel Aura Palace Deluxe,₹2028,37% off,₹1270,0.8 km,4.7 ,(748 Ratings),Excellent,Paharganj,Delhi
OYO 329 Hotel C-Park Inn,₹1981,32% off,₹1351,2.4 km,4.8 ,(319 Ratings),Excellent,Paharganj,Delhi
OYO 738 Hotel Green Castle,₹3427,32% off,₹2337,4.0 km,3.9 ,(225 Ratings),Good,Paharganj,Delhi
OYO 23641 The Garden Side Inn,₹2978,37% off,₹1885,6.9 km,4.8 ,(246 Ratings),Excellent,Paharganj,Delhi
OYO 2791 Hotel Arina Inn,₹1903,32% off,₹1297,5.1 km,4.4 ,(399 Ratings),Very Good,Paharganj,Delhi
Capital O 44526 Hotel Tjs Royale Deluxe,₹4397,32% off,₹2998,2.2 km,4.0 ,(706 Ratings),Very Good,Paharganj,Delhi
OYO 18829 Ratan Deep Suite,₹2420,32% off,₹1650,0.4 km,3.9 ,(395 Ratings),Good,Paharganj,Delhi
SPOT ON 61808 Viraj Hotel SPOT,₹2011,32% off,₹1372,4.6 km,NEW,,,Paharganj,Delhi
OYO 17267 Sunshine Palace,₹1811,32% off,₹1235,1.7 km,4.4 ,(3 Ratings),Very Good,Paharganj,Delhi
OYO 37773 Hotel J Joy,₹1777,32% off,₹1212,1.9 km,4.5 ,(319 Ratings),Excellent,Paharganj,Delhi
OYO 45922 Hotel Anmol,₹2195,32% off,₹1497,0.1 km,3.8 ,(339 Ratings),Good,Paharganj,Delhi
OYO 6467 Kochar Plaza,₹2483,43% off,₹1426,4.2 km,4.4 ,(619 Ratings),Very Good,Paharganj,Delhi
Capital O 29088 Hotel Jeyan Inn,₹3517,43% off,₹2006,2.8 km,4.4 ,(1703 Ratings),Very Good,Paharganj,Delhi
OYO 29389 Delhi Empire Deluxe,₹2132,32% off,₹1454,0.4 km,4.1 ,(610 Ratings),Very Good,Paharganj,Delhi
Capital O 39811 All Heavens Gold,₹3413,32% off,₹2327,8.3 km,4.5 ,(756 Ratings),Excellent,Paharganj,Delhi
OYO 35981 Rohit Dx Saver,₹1937,32% off,₹1321,0.2 km,4.2 ,(305 Ratings),Very Good,Paharganj,Delhi
OYO Townhouse 117 Punjabi Bagh,₹3351,32% off,₹2285,9.6 km,3.8 ,(4290 Ratings),Good,Paharganj,Delhi
Capital O 43116 Hotel Grand,₹3160,32% off,₹2155,0.9 km,4.2 ,(1122 Ratings),Very Good,Paharganj,Delhi
OYO 62945 Seven Heaven ,₹1481,32% off,₹1010,9.0 km,3.4 ,(370 Ratings),Fair,Paharganj,Delhi
Capital O 36048 Sehej Inn,₹2552,32% off,₹1740,3.2 km,4.7 ,(1550 Ratings),Excellent,Paharganj,Delhi
OYO Townhouse 115 Patel Nagar,₹4016,32% off,₹2738,6.6 km,4.1 ,(1358 Ratings),Very Good,Paharganj,Delhi
OYO 14721 Hotel Vishesh Continental,₹2587,46% off,₹1405,3.5 km,4.3 ,(263 Ratings),Very Good,Paharganj,Delhi
Capital O 39862 Hotel Regent Intercontinental Deluxe,₹3592,32% off,₹2449,2.8 km,4.6 ,(1214 Ratings),Excellent,Paharganj,Delhi
OYO 6096 Hotel Maharani Palace,₹1877,32% off,₹1280,1.5 km,4.1 ,(299 Ratings),Very Good,Paharganj,Delhi
OYO 43629 Elite Stay Shalimar Bagh,₹2605,32% off,₹1777,8.2 km,4.1 ,(1054 Ratings),Very Good,Paharganj,Delhi
OYO 6109 Le Grand,₹1823,32% off,₹1243,0.7 km,NEW,,,Paharganj,Delhi
OYO 8188 Vardhmaan Inn,₹2060,32% off,₹1405,2.0 km,4.4 ,(174 Ratings),Very Good,Paharganj,Delhi
OYO 60476 Hotel Silver Rooms,₹1903,32% off,₹1297,3.5 km,4.1 ,(56 Ratings),Very Good,Paharganj,Delhi
OYO 30855 Hotel Royal Residency Deluxe,₹3517,34% off,₹2327,3.2 km,NEW,,,Paharganj,Delhi
OYO 524 Hotel Sun International,₹2845,32% off,₹1940,1.0 km,3.3 ,(3 Ratings),Fair,Paharganj,Delhi
Collection O 50068 Model Town,₹2750,32% off,₹1875,7.1 km,3.3 ,(765 Ratings),Fair,Paharganj,Delhi
OYO 27927 Hotel Picasso,₹2230,44% off,₹1243,9.6 km,4.1 ,(266 Ratings),Very Good,Paharganj,Delhi
Capital O 8236 The Kailash Dev Hotel,₹2453,32% off,₹1672,9.3 km,4.2 ,(1298 Ratings),Very Good,Paharganj,Delhi
OYO 12190 Blue Umbrella,₹2989,45% off,₹1657,9.4 km,3.9 ,(1017 Ratings),Good,Paharganj,Delhi
OYO 43841 Hotel 3 Star,₹2128,32% off,₹1451,0.5 km,NEW,,,Paharganj,Delhi
SPOT ON 40016 Hotel Vandana SPOT,₹1857,32% off,₹1267,0.3 km,4.1 ,(635 Ratings),Very Good,Paharganj,Delhi
Capital O 29183 Metropolis Tourist Home,₹3424,50% off,₹1726,0.9 km,3.7 ,(681 Ratings),Good,Paharganj,Delhi
OYO 15514 Wall Street,₹2060,32% off,₹1405,4.1 km,NEW,,,Paharganj,Delhi
OYO 22354 PG Hospitality Inn,₹1865,35% off,₹1212,0.9 km,3.9 ,(35 Ratings),Good,Paharganj,Delhi
OYO 23223 Sagar Deluxe,₹2806,32% off,₹1913,0.3 km,3.3 ,(32 Ratings),Fair,Paharganj,Delhi
OYO 36465 Boom Room 5 Deluxe,₹3083,32% off,₹2102,0.6 km,5.0 ,(1 Ratings),Fabulous,Paharganj,Delhi
OYO 3669 Hotel Vista Inn Deluxe,₹2436,32% off,₹1661,2.8 km,3.6 ,(70 Ratings),Good,Paharganj,Delhi
OYO 22135 Hotel Kanishka Palace,₹2074,32% off,₹1414,3.5 km,3.5 ,(84 Ratings),Good,Paharganj,Delhi
OYO 7217 Hotel Knk International,₹2766,32% off,₹1886,3.3 km,NEW,,,Paharganj,Delhi
OYO 44260 Saffron Inn,₹2076,32% off,₹1416,0.7 km,3.6 ,(16 Ratings),Good,Paharganj,Delhi
OYO 47582 Safdarjung Pleasant Stay,₹2475,32% off,₹1687,9.7 km,3.6 ,(279 Ratings),Good,Paharganj,Delhi
OYO 14687 Hotel Avtar,₹2138,32% off,₹1458,2.5 km,NEW,,,Paharganj,Delhi
OYO 25086 Hotel Prince Plaza,₹3469,32% off,₹2365,9.5 km,4.4 ,(106 Ratings),Very Good,Paharganj,Delhi
Capital O 487 Hotel Yugvilla,₹2335,32% off,₹1592,3.6 km,3.6 ,(193 Ratings),Good,Paharganj,Delhi
OYO 14164 Satwah 29,₹2425,33% off,₹1622,9.7 km,4.3 ,(51 Ratings),Very Good,Paharganj,Delhi
OYO 47704 East Inn,₹1849,32% off,₹1261,4.5 km,3.7 ,(146 Ratings),Good,Paharganj,Delhi
Collection O 49239 Shiv Shankar Green Park,₹3798,32% off,₹2590,9.8 km,3.9 ,(450 Ratings),Good,Paharganj,Delhi
OYO Home 60572 Cozy Stay Lajpat Nagar Metro,₹2632,32% off,₹1795,9.2 km,4.4 ,(144 Ratings),Very Good,Paharganj,Delhi
SPOT ON 35617 Ashok Park Metro Inn,₹1426,32% off,₹973,6.7 km,4.4 ,(133 Ratings),Very Good,Paharganj,Delhi
OYO 44400 Retreat Inn,₹2026,32% off,₹1381,8.8 km,3.7 ,(315 Ratings),Good,Paharganj,Delhi
OYO 48560 Golden Villa ,₹2128,32% off,₹1451,7.4 km,3.2 ,(224 Ratings),Fair,Paharganj,Delhi
OYO Flagship 36485 Smg Heritage Nehru Enclave,₹1999,32% off,₹1363,8.9 km,3.8 ,(3842 Ratings),Good,Paharganj,Delhi
Collection O 174 Shahdara,₹3199,32% off,₹2182,8.4 km,4.1 ,(2000 Ratings),Very Good,Paharganj,Delhi
Collection O 39441 Golden Petal,₹2634,32% off,₹1796,9.3 km,4.0 ,(1315 Ratings),Very Good,Paharganj,Delhi
OYO Flagship 41614 B-5 Kalish Park,₹2566,32% off,₹1750,8.4 km,4.7 ,(522 Ratings),Excellent,Paharganj,Delhi
Collection O 40640 Excel In Naraina Vihar,₹3188,32% off,₹2174,8.5 km,4.2 ,(1223 Ratings),Very Good,Paharganj,Delhi
OYO 37547 Elegant Studios Lajpat Nagar,₹2538,32% off,₹1731,9.7 km,3.8 ,(252 Ratings),Good,Paharganj,Delhi
OYO 47140 Elegant Stay Lajpat Nagar,₹2456,32% off,₹1675,9.7 km,3.9 ,(384 Ratings),Good,Paharganj,Delhi
SPOT ON 40034 Delhi Inn SPOT,₹841,32% off,₹574,8.0 km,4.5 ,(1569 Ratings),Excellent,Paharganj,Delhi
SPOT ON 2848 Hotel Richa Palace SPOT,₹3102,58% off,₹1305,8.6 km,4.6 ,(1391 Ratings),Excellent,Paharganj,Delhi
OYO Townhouse 002 Green Park,₹7806,32% off,₹5323,10.0 km,4.8 ,(1390 Ratings),Excellent,Paharganj,Delhi
Collection O 49303 New Delhi International,₹3545,32% off,₹2417,9.7 km,4.1 ,(552 Ratings),Very Good,Paharganj,Delhi
OYO Flagship 37110 Block C Shakurpur,₹1777,32% off,₹1212,8.9 km,3.8 ,(176 Ratings),Good,Paharganj,Delhi
OYO 7304 Stay Jangpura,₹2843,32% off,₹1939,9.9 km,NEW,,,Paharganj,Delhi
Capital O 39462 Westyard Hotel,₹2863,32% off,₹1952,10.0 km,4.0 ,(2104 Ratings),Very Good,Paharganj,Delhi
OYO 497 Hotel Welcome Palace,₹2047,32% off,₹1396,0.7 km,4.3 ,(215 Ratings),Very Good,Paharganj,Delhi
Capital O 16131 Mohit Guest House,₹9388,32% off,₹6401,1.1 km,4.1 ,(723 Ratings),Very Good,Paharganj,Delhi
OYO 11593 Hotel Aman Guest House,₹2495,60% off,₹1010,0.3 km,3.3 ,(266 Ratings),Fair,Paharganj,Delhi
OYO 13541 Otani Hotel,₹7043,32% off,₹4802,2.7 km,3.2 ,(201 Ratings),Fair,Paharganj,Delhi
OYO 62355 Visa,₹1448,32% off,₹988,0.3 km,3.0 ,(136 Ratings),Fair,Paharganj,Delhi
OYO 46221 Hotel Shiv Dev International,₹1481,32% off,₹1010,1.0 km,3.1 ,(367 Ratings),Fair,Paharganj,Delhi
OYO 9155 Hotel Maya Cottage,₹2596,61% off,₹1010,0.4 km,3.8 ,(330 Ratings),Good,Paharganj,Delhi
OYO 22838 Gaurav Guest House,₹1813,45% off,₹995,0.4 km,3.0 ,(23 Ratings),Fair,Paharganj,Delhi
OYO 63290 Hotel Golden Gate Dx,₹1140,32% off,₹778,0.5 km,3.6 ,(75 Ratings),Good,Paharganj,Delhi
OYO 10750 Hotel Vivek,₹1784,43% off,₹1010,1.0 km,3.5 ,(157 Ratings),Good,Paharganj,Delhi
Capital O 14831 hotel mannat,₹5637,32% off,₹3844,0.3 km,4.1 ,(760 Ratings),Very Good,Paharganj,Delhi
OYO 3277 Hotel The Gold Inn Deluxe,₹2783,32% off,₹1897,3.2 km,3.2 ,(9 Ratings),Fair,Paharganj,Delhi
OYO 3349 Hotel Anoop,₹1852,45% off,₹1010,1.1 km,NEW,,,Paharganj,Delhi
OYO 11332 Hotel Daffodils Inn,₹5537,47% off,₹2916,2.7 km,3.3 ,(124 Ratings),Fair,Paharganj,Delhi
OYO 43687 Golden Deluxe Hotel,₹1481,32% off,₹1010,2.8 km,3.1 ,(151 Ratings),Fair,Paharganj,Delhi
OYO 6886 Hotel Gold Palace,₹2495,32% off,₹1702,2.5 km,3.7 ,(148 Ratings),Good,Paharganj,Delhi
OYO 8336 Hotel De Gold,₹2479,48% off,₹1297,2.7 km,4.1 ,(136 Ratings),Very Good,Paharganj,Delhi
Capital O 63616 Hotel Lord Krishna Palace,₹9623,32% off,₹6562,0.8 km,4.4 ,(94 Ratings),Very Good,Paharganj,Delhi
OYO 24437 Oxford Palace,₹6040,32% off,₹4118,0.6 km,4.0 ,(105 Ratings),Very Good,Paharganj,Delhi
OYO 12419 Hotel Silver Shine,₹2494,60% off,₹1010,0.7 km,3.6 ,(242 Ratings),Good,Paharganj,Delhi
OYO 5401 Hotel Mid Town,₹6915,32% off,₹4715,2.7 km,3.9 ,(176 Ratings),Good,Paharganj,Delhi
OYO 18997 Hotel Km International,₹6915,32% off,₹4715,0.4 km,3.9 ,(285 Ratings),Good,Paharganj,Delhi
OYO 19150 Hotel Great Shiva Dlx,₹6040,32% off,₹4118,0.6 km,4.0 ,(119 Ratings),Very Good,Paharganj,Delhi
OYO 37886 Ma International,₹6915,32% off,₹4715,1.4 km,4.1 ,(152 Ratings),Very Good,Paharganj,Delhi
OYO 61891 Hotel Kabila ,₹3573,32% off,₹2437,2.2 km,4.5 ,(393 Ratings),Excellent,Paharganj,Delhi
Capital O 1206 Hotel Silver Stone Deluxe,₹10270,32% off,₹7003,3.0 km,4.2 ,(54 Ratings),Very Good,Paharganj,Delhi
OYO 7781 Hotel Sai International,₹3550,32% off,₹2421,0.7 km,4.0 ,(352 Ratings),Very Good,Paharganj,Delhi
SPOT ON 39905 Raman palace SPOT,₹723,32% off,₹493,0.8 km,4.2 ,(693 Ratings),Very Good,Paharganj,Delhi
OYO 62969 Hotel You & Me,₹6860,32% off,₹4678,0.8 km,NEW,,,Paharganj,Delhi
OYO 7634 Hotel Delhi Continental,₹6915,32% off,₹4715,0.2 km,4.5 ,(159 Ratings),Excellent,Paharganj,Delhi
OYO 1986 Hotel Heritage,₹2213,45% off,₹1212,0.9 km,3.3 ,(15 Ratings),Fair,Paharganj,Delhi
SPOT ON 42522 City Inn Dx SPOT,₹1226,32% off,₹836,1.3 km,3.7 ,(677 Ratings),Good,Paharganj,Delhi
OYO 475 Hotel Garden View,₹1777,32% off,₹1212,2.7 km,4.1 ,(120 Ratings),Very Good,Paharganj,Delhi
Capital O 41432 Hotel City Stories,₹9388,32% off,₹6401,0.9 km,4.2 ,(854 Ratings),Very Good,Paharganj,Delhi
OYO 5382 Hotel Elegant International,₹2275,43% off,₹1297,2.7 km,4.0 ,(348 Ratings),Very Good,Paharganj,Delhi
OYO 48167 Hotel Awesome International ,₹2186,32% off,₹1491,0.5 km,4.1 ,(30 Ratings),Very Good,Paharganj,Delhi
OYO 35359 Hotel Victoria Dx,₹2017,40% off,₹1212,0.5 km,3.3 ,(5 Ratings),Fair,Paharganj,Delhi
OYO 20000 Hotel Cottage Crown Plaza,₹4152,32% off,₹2831,0.9 km,3.6 ,(69 Ratings),Good,Paharganj,Delhi
OYO 2984 Hotel Sun City,₹6040,32% off,₹4118,3.5 km,3.4 ,(257 Ratings),Fair,Paharganj,Delhi
OYO 44081 Hotel Royal Holidays Deluxe,₹1918,32% off,₹1308,2.6 km,4.1 ,(70 Ratings),Very Good,Paharganj,Delhi
OYO 49019 Aasha Residency Saver,₹1070,32% off,₹730,5.2 km,3.7 ,(136 Ratings),Good,Paharganj,Delhi
OYO 37557 Hotel Hridey Inn,₹6040,32% off,₹4118,1.0 km,3.3 ,(91 Ratings),Fair,Paharganj,Delhi
OYO 26225 Le Alfanso,₹6087,32% off,₹4150,0.3 km,4.3 ,(396 Ratings),Very Good,Paharganj,Delhi
OYO 27604 Hotel Royal Plaza Deluxe,₹1954,32% off,₹1333,0.2 km,3.5 ,(25 Ratings),Good,Paharganj,Delhi
OYO 1824 Hotel Grand Peepal,₹6040,32% off,₹4118,2.9 km,4.6 ,(610 Ratings),Excellent,Paharganj,Delhi
SPOT ON 63635 Hotel Swagat Palace  SPOT,₹3466,32% off,₹2363,2.3 km,3.4 ,(183 Ratings),Fair,Paharganj,Delhi
OYO 7292 Hotel NK North Star,₹6492,32% off,₹4426,5.1 km,4.3 ,(168 Ratings),Very Good,Paharganj,Delhi
OYO 9448 Hotel Karan Palace,₹6040,32% off,₹4118,0.5 km,4.5 ,(690 Ratings),Excellent,Paharganj,Delhi
OYO 60410 Ashoka ,₹1777,32% off,₹1212,0.3 km,4.7 ,(221 Ratings),Excellent,Paharganj,Delhi
Capital O 22145 Hotel Bb Palace Deluxe,₹10354,32% off,₹7060,2.1 km,4.0 ,(337 Ratings),Very Good,Paharganj,Delhi
OYO 48287 Bst Hotel Suite,₹1844,32% off,₹1258,7.6 km,3.8 ,(540 Ratings),Good,Paharganj,Delhi
OYO 12503 Hotel Corner Point,₹6915,32% off,₹4715,0.2 km,3.8 ,(66 Ratings),Good,Paharganj,Delhi
OYO 64637 Coral Plaza Hotel,₹1481,32% off,₹1010,0.6 km,NEW,,,Paharganj,Delhi
OYO 37118 Hotel Cosmo,₹2041,32% off,₹1392,3.3 km,NEW,,,Paharganj,Delhi
OYO 8933 Hotel CG International,₹10726,32% off,₹7313,1.6 km,3.5 ,(25 Ratings),Good,Paharganj,Delhi
OYO 37667 Hotel Aashiana,₹1424,32% off,₹971,0.3 km,4.0 ,(139 Ratings),Very Good,Paharganj,Delhi
OYO 471 Sehej Continental Deluxe,₹1777,32% off,₹1212,2.5 km,NEW,,,Paharganj,Delhi
OYO 25125 Paharganj Dx Deluxe,₹3456,51% off,₹1680,0.6 km,NEW,,,Paharganj,Delhi
OYO 35740 Krishna Palace,₹5341,32% off,₹3642,2.8 km,NEW,,,Paharganj,Delhi
OYO 335 Hotel J P Inn Deluxe,₹3517,52% off,₹1700,0.3 km,NEW,,,Paharganj,Delhi
OYO 12739 Mahesh Inn Deluxe,₹6640,32% off,₹4528,1.5 km,4.8 ,(527 Ratings),Excellent,Paharganj,Delhi
OYO 5434 Hotel Delhi Delight,₹6915,32% off,₹4715,4.4 km,3.3 ,(86 Ratings),Fair,Paharganj,Delhi
SPOT ON 39899 Shyam Palace SPOT,₹4155,32% off,₹2833,0.6 km,3.9 ,(1101 Ratings),Good,Paharganj,Delhi
OYO 5795 Ashoka International,₹8046,32% off,₹5486,2.6 km,4.3 ,(101 Ratings),Very Good,Paharganj,Delhi
OYO 15954 Connaught mews,₹7000,33% off,₹4715,2.2 km,4.9 ,(220 Ratings),Fabulous,Paharganj,Delhi
OYO 18401 Ivory Palace,₹2381,32% off,₹1624,3.5 km,4.2 ,(27 Ratings),Very Good,Paharganj,Delhi
OYO 44535 Mona Regency Hotel And Banquets,₹1777,32% off,₹1212,8.4 km,3.3 ,(384 Ratings),Fair,Paharganj,Delhi
OYO 43033 Superb Stay,₹10056,32% off,₹6856,8.3 km,3.8 ,(156 Ratings),Good,Paharganj,Delhi
OYO 61127 Golden Villa Inn Saver,₹1466,32% off,₹1000,8.7 km,3.7 ,(329 Ratings),Good,Paharganj,Delhi
OYO 60937 Five Star Guest House Classic,₹2633,32% off,₹1795,3.0 km,NEW,,,Paharganj,Delhi
Capital O 6408 Hotel Delhi Heart,₹9388,32% off,₹6401,2.2 km,3.9 ,(34 Ratings),Good,Paharganj,Delhi
OYO 18753 Hotel Glance Inn,₹6877,32% off,₹4689,8.0 km,3.9 ,(177 Ratings),Good,Paharganj,Delhi
OYO 47067 Mannat Inn Saver,₹3700,32% off,₹2523,8.6 km,4.0 ,(288 Ratings),Very Good,Paharganj,Delhi
OYO 15822 Ryan Residency Suite,₹1815,32% off,₹1237,6.5 km,4.1 ,(271 Ratings),Very Good,Mahipalpur,Delhi
OYO 532 Hotel Alpine Park,₹2183,32% off,₹1489,7.3 km,4.0 ,(191 Ratings),Very Good,Mahipalpur,Delhi
OYO 6018 Ethnic Facilities,₹2407,32% off,₹1642,8.1 km,3.9 ,(271 Ratings),Good,Mahipalpur,Delhi
