Name,Original_price,Offer,Final_price,Distance,Rating,Number_of_Rating,Summary,Location,City
OYO 29535 Designer Stay,2316.0,32.0,1579.0,4.8,4.3,795.0,Very Good,Paschim Vihar,Delhi
OYO 48359 Lal Residency,1937.0,32.0,1321.0,4.2,4.6,651.0,Excellent,Paschim Vihar,Delhi
OYO Townhouse 039 Paschim Vihar,4263.0,41.0,2496.0,0.8,4.3,2055.0,Very Good,Paschim Vihar,Delhi
OYO 46460 Elegant Stay Max Hospital Pitampura,3124.0,32.0,2130.0,4.6,4.5,556.0,Excellent,Paschim Vihar,Delhi
OYO 8305 Blessings Inn,3441.0,53.0,1626.0,2.6,4.3,531.0,Very Good,Paschim Vihar,Delhi
OYO 65500 Ganga Inn,2021.0,32.0,1378.0,6.3,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
SilverKey Executive Stays 45397 Tilak Nagar Metro,3059.0,32.0,2086.0,3.9,4.0,578.0,Very Good,Paschim Vihar,Delhi
OYO 26666 Refuge Home Stays,2620.0,32.0,1786.0,2.9,4.1,184.0,Very Good,Paschim Vihar,Delhi
OYO 29401 Exotic Stay Hari Nagar,2912.0,32.0,1986.0,4.8,4.3,265.0,Very Good,Paschim Vihar,Delhi
SilverKey Executive Stays 43483 near A One Hospital,3485.0,32.0,2377.0,1.3,4.0,2948.0,Very Good,Paschim Vihar,Delhi
OYO 62945 Seven Heaven ,1819.0,32.0,1240.0,5.5,3.4,370.0,Fair,Paschim Vihar,Delhi
OYO Flagship 15411 Paschim Vihar Metro Station,2862.0,46.0,1550.0,0.2,4.6,2426.0,Excellent,Paschim Vihar,Delhi
OYO 41215 Three Kings,1777.0,32.0,1212.0,4.9,3.9,429.0,Good,Paschim Vihar,Delhi
OYO 43684 Raghvan Residency,1777.0,32.0,1212.0,7.3,3.9,283.0,Good,Paschim Vihar,Delhi
Capital O 39811 All Heavens Gold,3413.0,32.0,2327.0,5.3,4.5,756.0,Excellent,Paschim Vihar,Delhi
Capital O 9761 Hotel Clark Heights,3115.0,59.0,1287.0,7.3,4.2,1919.0,Very Good,Paschim Vihar,Delhi
OYO 8534 Golden Park,2459.0,32.0,1677.0,0.5,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 27927 Hotel Picasso,2230.0,44.0,1243.0,5.9,4.1,266.0,Very Good,Paschim Vihar,Delhi
OYO 63150 City House,1437.0,32.0,980.0,3.1,3.6,383.0,Good,Paschim Vihar,Delhi
OYO 46487 Elegant Rooms Paschim Vihar,3059.0,32.0,2086.0,0.6,4.5,178.0,Excellent,Paschim Vihar,Delhi
OYO Townhouse 086 Pankha Road,4094.0,41.0,2410.0,6.3,4.1,2877.0,Very Good,Paschim Vihar,Delhi
OYO Home 62536 Elegant Rooms Janakpuri,2864.0,32.0,1953.0,5.0,4.6,62.0,Excellent,Paschim Vihar,Delhi
OYO 45940 Grand Imperial,1481.0,32.0,1010.0,8.6,4.5,200.0,Excellent,Paschim Vihar,Delhi
OYO 62740 Gold Inn,2790.0,32.0,1903.0,6.3,4.4,170.0,Very Good,Paschim Vihar,Delhi
Capital O 980 Hotel Ramhan,2790.0,32.0,1903.0,8.0,4.2,1580.0,Very Good,Paschim Vihar,Delhi
OYO 15764 Hotel Akash Continental,2445.0,32.0,1667.0,4.9,4.4,373.0,Very Good,Paschim Vihar,Delhi
SilverKey Executive Stays 45988 Pooth Kalan,1481.0,32.0,1010.0,5.2,3.9,1119.0,Good,Paschim Vihar,Delhi
SilverKey Executive Stays 61767 Ranibagh,1866.0,32.0,1273.0,3.9,4.5,72.0,Excellent,Paschim Vihar,Delhi
OYO Flagship 23992 Sunrize Hotel,3517.0,55.0,1573.0,7.6,3.7,1528.0,Good,Paschim Vihar,Delhi
OYO 8495 Royal s,2541.0,32.0,1732.0,4.1,3.3,74.0,Fair,Paschim Vihar,Delhi
Capital O 23188 Glory Villa,3675.0,32.0,2506.0,4.6,4.4,399.0,Very Good,Paschim Vihar,Delhi
OYO 36600 Decent Studio Rajouri Garden,2799.0,32.0,1909.0,3.7,4.3,298.0,Very Good,Paschim Vihar,Delhi
OYO 46922 Qlark White Palace,3000.0,32.0,2046.0,7.1,4.9,1067.0,Fabulous,Paschim Vihar,Delhi
OYO 25086 Hotel Prince Plaza,3126.0,32.0,2131.0,5.9,4.4,106.0,Very Good,Paschim Vihar,Delhi
OYO Townhouse 279 Sector 23 Rohini,4719.0,32.0,3217.0,6.6,4.1,1945.0,Very Good,Paschim Vihar,Delhi
OYO 12911 Velvet inn,3217.0,47.0,1708.0,4.6,4.5,476.0,Excellent,Paschim Vihar,Delhi
OYO Flagship 16092 Jageer Palace,3220.0,49.0,1658.0,4.5,4.2,6943.0,Very Good,Paschim Vihar,Delhi
Collection O 30008 Pitampura,3856.0,47.0,2054.0,2.5,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO Home 49776 Spacious Stay PVR Vikaspuri,2365.0,32.0,1612.0,5.1,4.3,266.0,Very Good,Paschim Vihar,Delhi
OYO 11952 Hotel Royal India,2104.0,39.0,1273.0,6.2,3.7,730.0,Good,Paschim Vihar,Delhi
Collection O 24107 Church House,3160.0,32.0,2155.0,7.8,4.1,2820.0,Very Good,Paschim Vihar,Delhi
OYO Home 49958 Dwarka Luxury Stay,1481.0,32.0,1010.0,7.3,4.6,64.0,Excellent,Paschim Vihar,Delhi
OYO 19481 Jp Villa,2189.0,35.0,1414.0,4.5,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 44941 Athiti Residency,2195.0,32.0,1497.0,7.6,4.2,248.0,Very Good,Paschim Vihar,Delhi
OYO 42732 Qlark Palace,3011.0,32.0,2053.0,7.3,4.8,551.0,Excellent,Paschim Vihar,Delhi
OYO 23641 The Garden Side Inn,2978.0,37.0,1885.0,7.3,4.8,246.0,Excellent,Paschim Vihar,Delhi
OYO Home 42792 Designer Comfortable Stay,2472.0,32.0,1686.0,4.9,4.8,14.0,Excellent,Paschim Vihar,Delhi
OYO Flagship 39564 Shiv Hotel Sector 33 Begampur,1481.0,32.0,1010.0,7.1,4.2,1882.0,Very Good,Paschim Vihar,Delhi
OYO Townhouse 262 Kailash Enclave,4733.0,32.0,3227.0,4.4,4.4,268.0,Very Good,Paschim Vihar,Delhi
OYO 36598 Spacious Studio Rajouri Garden,2912.0,32.0,1986.0,3.7,4.3,274.0,Very Good,Paschim Vihar,Delhi
OYO 47206 Exotic Stay NSIT Dwarka,1777.0,32.0,1212.0,9.1,4.8,123.0,Excellent,Paschim Vihar,Delhi
OYO 42523 Elegant Rooms Rohini,2619.0,32.0,1786.0,4.4,4.3,121.0,Very Good,Paschim Vihar,Delhi
OYO Flagship 16044 Sector 18,3027.0,33.0,2029.0,8.8,4.0,974.0,Very Good,Paschim Vihar,Delhi
Collection O 48584 Dwarka Mod Metro Station,1822.0,32.0,1243.0,9.1,4.5,1420.0,Excellent,Paschim Vihar,Delhi
OYO 18690 Ambica Deluxe,2964.0,32.0,2021.0,9.4,4.3,559.0,Very Good,Paschim Vihar,Delhi
OYO 40031 Moon Shine Saver,1417.0,32.0,967.0,7.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 5533 Bafel Residency,2261.0,55.0,1010.0,9.6,4.6,161.0,Excellent,Paschim Vihar,Delhi
OYO 48841 Elegant Rooms Paschim Vihar,2912.0,32.0,1986.0,0.3,4.4,151.0,Very Good,Paschim Vihar,Delhi
OYO Townhouse 082 Chander Nagar Janakpuri,4121.0,32.0,2810.0,5.6,3.8,2651.0,Good,Paschim Vihar,Delhi
OYO 35804 Elegant Stay Near Airport,1466.0,32.0,1000.0,7.3,4.7,591.0,Excellent,Paschim Vihar,Delhi
OYO Flagship 545 Rohini Pitampura Deluxe,4295.0,32.0,2929.0,3.8,3.7,846.0,Good,Paschim Vihar,Delhi
OYO 28624 A K Continental,1987.0,32.0,1355.0,4.4,3.6,344.0,Good,Paschim Vihar,Delhi
OYO Flagship 30070 Choudhary House Sector 11,2717.0,32.0,1852.0,7.3,3.9,1128.0,Good,Paschim Vihar,Delhi
Collection O 45480 Metro View Inn ,5087.0,32.0,3469.0,8.5,3.9,812.0,Good,Paschim Vihar,Delhi
OYO 47447 Designer Stay GD Goenka School,2437.0,32.0,1662.0,7.2,4.7,127.0,Excellent,Paschim Vihar,Delhi
OYO Townhouse 286 Vaishali Dakshini Pitampura,3467.0,32.0,2364.0,5.6,3.7,959.0,Good,Paschim Vihar,Delhi
OYO Townhouse 278 Rohini Saver,4142.0,32.0,2824.0,7.4,3.8,2576.0,Good,Paschim Vihar,Delhi
OYO 44678 Comfortable Stay,2437.0,32.0,1662.0,7.2,4.4,202.0,Very Good,Paschim Vihar,Delhi
OYO 45018 Comfort Stay Rohini,2437.0,32.0,1662.0,7.0,4.6,479.0,Excellent,Paschim Vihar,Delhi
OYO Flagship 41614 B-5 Kalish Park,2566.0,32.0,1750.0,4.2,4.7,522.0,Excellent,Paschim Vihar,Delhi
OYO Home 63853 Elegant Stay Dwarka,1481.0,32.0,1010.0,9.6,4.5,258.0,Excellent,Paschim Vihar,Delhi
OYO Townhouse 115 Patel Nagar,6361.0,32.0,4337.0,7.0,4.1,1358.0,Very Good,Paschim Vihar,Delhi
OYO 45952 Manepal Inn Saver,1157.0,32.0,789.0,9.0,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
Collection O 37798 Maharaja Sadan,3115.0,32.0,2124.0,7.3,4.2,1496.0,Very Good,Paschim Vihar,Delhi
OYO Flagship 36992 Sidharth Plaza Haiderpur,1279.0,32.0,872.0,8.0,3.5,740.0,Good,Paschim Vihar,Delhi
OYO Home 49657 Spacious Stay Dwarka,1777.0,32.0,1212.0,9.7,4.5,266.0,Excellent,Paschim Vihar,Delhi
SPOT ON 39541 Haiderpur ,1091.0,32.0,744.0,8.0,3.2,78.0,Fair,Paschim Vihar,Delhi
OYO 62660 Hotel Park View,1441.0,32.0,982.0,9.3,3.8,767.0,Good,Paschim Vihar,Delhi
OYO Home Luxe 29197 Lavish Stay Near Rajendra Place Metro,2949.0,32.0,2011.0,9.5,4.1,724.0,Very Good,Paschim Vihar,Delhi
SilverKey Executive Stays 42920 Dwarka Sector 3,1867.0,32.0,1273.0,8.9,4.1,1211.0,Very Good,Paschim Vihar,Delhi
Collection O 18304 Janakpuri,2808.0,32.0,1915.0,6.3,4.2,2186.0,Very Good,Paschim Vihar,Delhi
OYO Flagship 37110 Block C Shakurpur,1481.0,32.0,1010.0,4.9,3.8,176.0,Good,Paschim Vihar,Delhi
OYO 60799 Cordial Orbit Saver,1387.0,32.0,946.0,7.9,3.9,341.0,Good,Paschim Vihar,Delhi
Capital O 8236 The Kailash Dev Hotel,2453.0,32.0,1672.0,9.4,4.2,1298.0,Very Good,Paschim Vihar,Delhi
OYO 35789 Cozy Stay BLK Hospital,2377.0,32.0,1621.0,9.4,4.1,709.0,Very Good,Paschim Vihar,Delhi
Collection O 40640 Excel In Naraina Vihar,3188.0,32.0,2174.0,5.8,4.2,1223.0,Very Good,Paschim Vihar,Delhi
OYO 15624 Golden Plaza,1953.0,56.0,857.0,9.7,3.3,346.0,Fair,Paschim Vihar,Delhi
OYO 8253 Golden Heights,1730.0,53.0,813.0,9.9,3.6,110.0,Good,Paschim Vihar,Delhi
OYO Home 49654 Spacious Stay Dwarka,1481.0,32.0,1010.0,9.7,4.5,298.0,Excellent,Paschim Vihar,Delhi
OYO 65378 Grand Palace,1481.0,32.0,1010.0,8.5,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO Flagship 37111 Mohit Plaza Shalimar Bagh,1207.0,32.0,823.0,7.9,4.0,301.0,Very Good,Paschim Vihar,Delhi
OYO Flagship 31119 RV Residency Block G Raja Puri,2020.0,32.0,1378.0,8.8,4.4,2071.0,Very Good,Paschim Vihar,Delhi
OYO 60649 Good Luck Residency,1777.0,32.0,1212.0,9.2,3.8,347.0,Good,Paschim Vihar,Delhi
OYO 22663 Qlark Rooms & Lawn,2589.0,35.0,1677.0,7.8,4.9,1390.0,Fabulous,Paschim Vihar,Delhi
OYO 29119 Royal Town Paschim Vihar,2363.0,35.0,1534.0,2.5,3.6,262.0,Good,Paschim Vihar,Delhi
SPOT ON 48329 Dee 9 Residency SPOT,731.0,32.0,499.0,6.5,4.3,1308.0,Very Good,Paschim Vihar,Delhi
OYO 40030 Dream Homes,2860.0,32.0,1950.0,2.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
SPOT ON 61808 Viraj Hotel SPOT,1383.0,32.0,943.0,8.1,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 28073 Shiva Residency,1857.0,32.0,1267.0,9.8,4.0,461.0,Very Good,Paschim Vihar,Delhi
OYO 40163 Elegant Stay Gangaram Hospital,2192.0,32.0,1495.0,9.8,4.1,1213.0,Very Good,Paschim Vihar,Delhi
OYO 39645 Maheshwari Residency,1777.0,32.0,1212.0,9.3,3.6,143.0,Good,Paschim Vihar,Delhi
OYO 49686 Peaceful Stay Dwarka,1481.0,32.0,1010.0,9.7,4.4,340.0,Very Good,Paschim Vihar,Delhi
OYO 61458 Palm Stay Saver,1426.0,32.0,973.0,8.0,3.8,292.0,Good,Paschim Vihar,Delhi
OYO 49466 Spacious Stay Near Airport,1474.0,32.0,1005.0,9.9,4.1,620.0,Very Good,Paschim Vihar,Delhi
OYO 14387 Luxury Inn,1832.0,46.0,988.0,9.6,3.0,135.0,Fair,Paschim Vihar,Delhi
Collection O 42618 Sector 31 Rohini,1954.0,32.0,1333.0,8.8,4.3,443.0,Very Good,Paschim Vihar,Delhi
OYO 44131 Pleasant Inn,1859.0,32.0,1267.0,9.3,4.2,276.0,Very Good,Paschim Vihar,Delhi
SPOT ON 35617 Ashok Park Metro Inn,1426.0,32.0,973.0,6.2,4.4,133.0,Very Good,Paschim Vihar,Delhi
Capital O 467 Hotel Livasa Inn,3026.0,32.0,2063.0,9.4,3.9,34.0,Good,Paschim Vihar,Delhi
OYO 7844 Hotel Welcome Plaza,2197.0,36.0,1405.0,10.0,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO Flagship 22976 Sector 3 Dwarka,2201.0,36.0,1417.0,8.8,4.5,2418.0,Excellent,Paschim Vihar,Delhi
OYO 65589 Red Leaf Residency Deluxe,1258.0,32.0,858.0,9.6,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 29429 Dwarka International,1841.0,32.0,1255.0,9.5,4.1,295.0,Very Good,Paschim Vihar,Delhi
OYO 26449 Rajdhani Residency,3091.0,32.0,2107.0,8.8,4.5,237.0,Excellent,Paschim Vihar,Delhi
OYO 11924 JP Residency,1730.0,45.0,955.0,9.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 16482 Aster Studio Stay Saver,1695.0,40.0,1010.0,8.8,4.1,599.0,Very Good,Paschim Vihar,Delhi
OYO Home 49269 Cozy Stay Rohini,2437.0,32.0,1662.0,7.1,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 17082 Galaxy International,1993.0,39.0,1212.0,9.9,3.8,278.0,Good,Paschim Vihar,Delhi
OYO 18607 Nights Inn Deluxe,3401.0,32.0,2319.0,8.3,3.8,133.0,Good,Paschim Vihar,Delhi
OYO 14386 Orange inn,1999.0,38.0,1249.0,9.6,3.8,475.0,Good,Paschim Vihar,Delhi
OYO 29181 Delight Deluxe,1555.0,35.0,1010.0,9.6,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
SPOT ON 62019 S. Gaurang Residency,2537.0,32.0,1730.0,8.7,4.6,84.0,Excellent,Paschim Vihar,Delhi
OYO 40164 Kanchan Sadan,1409.0,32.0,961.0,9.8,3.4,4.0,Fair,Paschim Vihar,Delhi
OYO 6467 Kochar Plaza,2483.0,47.0,1315.0,9.5,4.4,619.0,Very Good,Paschim Vihar,Delhi
OYO Home 49694 Peaceful Stay Dwarka,1481.0,32.0,1010.0,9.7,4.4,294.0,Very Good,Paschim Vihar,Delhi
OYO 14721 Hotel Vishesh Continental Deluxe,2978.0,32.0,2031.0,9.5,4.3,263.0,Very Good,Paschim Vihar,Delhi
OYO 43923 Roseberry Residency,1193.0,32.0,814.0,9.9,4.2,213.0,Very Good,Paschim Vihar,Delhi
Capital O 36048 Sehej Inn,2552.0,32.0,1740.0,9.7,4.7,1550.0,Excellent,Paschim Vihar,Delhi
Collection O 19494 Dwarka Sector 7,2674.0,32.0,1823.0,9.8,4.1,1867.0,Very Good,Paschim Vihar,Delhi
Capital O 29088 Hotel Jeyan Inn,3517.0,43.0,2006.0,9.9,4.4,1703.0,Very Good,Paschim Vihar,Delhi
OYO Flagship 30760 Samaypur Badli,1467.0,32.0,1000.0,9.6,3.5,353.0,Good,Paschim Vihar,Delhi
OYO 28395 Delight Inn,2175.0,37.0,1369.0,9.5,3.7,76.0,Good,Paschim Vihar,Delhi
OYO 47704 East Inn,1849.0,32.0,1261.0,8.3,3.7,146.0,Good,Paschim Vihar,Delhi
OYO 60476 Hotel Silver Rooms,1903.0,32.0,1297.0,9.3,4.1,56.0,Very Good,Paschim Vihar,Delhi
Capital O 39862 Hotel Regent Intercontinental Deluxe,3592.0,32.0,2449.0,9.9,4.6,1214.0,Excellent,Paschim Vihar,Delhi
OYO 9534 Brijwashi Residency,1643.0,44.0,921.0,9.9,4.6,242.0,Excellent,Paschim Vihar,Delhi
OYO 36011 Qlark Stay,1124.0,32.0,766.0,10.0,3.6,591.0,Good,Paschim Vihar,Delhi
OYO 31118 Metro View,2658.0,32.0,1813.0,10.0,3.6,164.0,Good,Paschim Vihar,Delhi
OYO 30855 Hotel Royal Residency Deluxe,3517.0,34.0,2327.0,9.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 22135 Hotel Kanishka Palace,2074.0,32.0,1414.0,9.5,3.5,84.0,Good,Paschim Vihar,Delhi
OYO 7217 Hotel Knk International,2766.0,32.0,1886.0,9.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
Capital O 487 Hotel Yugvilla,2335.0,32.0,1592.0,9.4,3.6,193.0,Good,Paschim Vihar,Delhi
OYO 10032 Embellish Rise,1950.0,32.0,1330.0,9.7,3.4,118.0,Fair,Paschim Vihar,Delhi
OYO 3669 Hotel Vista Inn Deluxe,2436.0,32.0,1661.0,9.8,3.6,70.0,Good,Paschim Vihar,Delhi
Capital O 10938 Season Grand,10775.0,32.0,7347.0,5.1,4.3,993.0,Very Good,Paschim Vihar,Delhi
OYO 528 Hotel Neptune Residency,6915.0,32.0,4715.0,1.0,4.1,398.0,Very Good,Paschim Vihar,Delhi
OYO 49858 Comfort Inn,6860.0,32.0,4678.0,0.6,3.4,179.0,Fair,Paschim Vihar,Delhi
OYO 22394 Club Residency,6012.0,32.0,4099.0,3.5,3.9,458.0,Good,Paschim Vihar,Delhi
OYO 9019 Golden Park,2261.0,71.0,662.0,4.7,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 14388 UK Residency,6103.0,32.0,4162.0,4.9,3.6,353.0,Good,Paschim Vihar,Delhi
OYO 10960 Hotel Royal India,2314.0,35.0,1499.0,2.1,3.1,97.0,Fair,Paschim Vihar,Delhi
OYO 526 Hotel Asees Inn,1186.0,32.0,809.0,4.8,3.2,269.0,Fair,Paschim Vihar,Delhi
OYO 26610 Royal Town,2497.0,48.0,1296.0,4.8,3.3,228.0,Fair,Paschim Vihar,Delhi
OYO 3622 ASR Guest House,2371.0,47.0,1260.0,5.7,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 18831 Florence Residency,3284.0,32.0,2239.0,5.0,4.4,208.0,Very Good,Paschim Vihar,Delhi
OYO 27043 Kanak Residency,1548.0,36.0,988.0,9.1,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 24743 Janak Residency,6855.0,32.0,4674.0,6.8,3.8,157.0,Good,Paschim Vihar,Delhi
OYO 64916 Mannat Residency ,5985.0,32.0,4081.0,7.6,4.1,38.0,Very Good,Paschim Vihar,Delhi
OYO 46441 1 Plus One Hotel Residency,8008.0,32.0,5460.0,8.6,3.2,171.0,Fair,Paschim Vihar,Delhi
OYO 44094 Grand Inn,8002.0,32.0,5456.0,7.3,4.1,687.0,Very Good,Paschim Vihar,Delhi
OYO 26995 SG Palace,6860.0,32.0,4678.0,4.0,3.7,23.0,Good,Paschim Vihar,Delhi
OYO 14384 Luxury Residency,2310.0,32.0,1575.0,7.5,3.7,11.0,Good,Paschim Vihar,Delhi
OYO 49097 Comfort Palace,14018.0,32.0,9558.0,8.1,4.2,305.0,Very Good,Paschim Vihar,Delhi
OYO 3277 Hotel The Gold Inn Deluxe,2783.0,32.0,1897.0,9.8,3.2,9.0,Fair,Paschim Vihar,Delhi
OYO 43687 Golden Deluxe Hotel,1481.0,32.0,1010.0,9.8,3.1,151.0,Fair,Paschim Vihar,Delhi
Capital O 1206 Hotel Silver Stone Deluxe,10270.0,32.0,7003.0,9.7,4.2,54.0,Very Good,Paschim Vihar,Delhi
OYO 14723 Diamond deluxe,5990.0,32.0,4084.0,7.8,4.4,152.0,Very Good,Paschim Vihar,Delhi
OYO 8336 Hotel De Gold,2479.0,48.0,1297.0,10.0,4.1,136.0,Very Good,Paschim Vihar,Delhi
OYO 63974 Hotel Metro Inn,1140.0,32.0,778.0,9.9,3.0,57.0,Fair,Paschim Vihar,Delhi
OYO 12464 Hotel C Pearls,6860.0,32.0,4678.0,7.6,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 2984 Hotel Sun City,6040.0,32.0,4118.0,9.6,3.4,257.0,Fair,Paschim Vihar,Delhi
OYO 475 Hotel Garden View,1777.0,32.0,1212.0,10.0,4.1,120.0,Very Good,Paschim Vihar,Delhi
OYO 5244 Galaxy Rooms,2611.0,53.0,1226.0,9.3,4.5,2.0,Excellent,Paschim Vihar,Delhi
OYO 5382 Hotel Elegant International,2275.0,43.0,1297.0,10.0,4.0,348.0,Very Good,Paschim Vihar,Delhi
OYO 5434 Hotel Delhi Delight,6915.0,32.0,4715.0,9.2,3.3,86.0,Fair,Paschim Vihar,Delhi
OYO 49587 Hotel Rainbow Inn Saver,6171.0,32.0,4207.0,9.5,3.0,138.0,Fair,Paschim Vihar,Delhi
OYO 1824 Hotel Grand Peepal,6040.0,32.0,4118.0,9.8,4.6,610.0,Excellent,Paschim Vihar,Delhi
OYO 37118 Hotel Cosmo,2041.0,32.0,1392.0,9.4,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 35740 Krishna Palace,5341.0,32.0,3642.0,9.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 18278 Kanchan Stays,9266.0,32.0,6318.0,9.8,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 18401 Ivory Palace,2381.0,32.0,1624.0,9.7,4.2,27.0,Very Good,Paschim Vihar,Delhi
OYO 29268 White Orchid,6102.0,32.0,4161.0,1.9,3.9,198.0,Good,Paschim Vihar,Delhi
OYO 11603 President Inn Deluxe,1967.0,32.0,1342.0,2.1,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
Capital O 23088 Hotel Dev Palace,4247.0,46.0,2299.0,1.0,4.5,1137.0,Excellent,Paschim Vihar,Delhi
OYO 9271 Hotel Dev Palace,6877.0,32.0,4689.0,4.1,4.6,461.0,Excellent,Paschim Vihar,Delhi
OYO 3814 Stay The Castle,2164.0,42.0,1264.0,3.6,4.5,59.0,Excellent,Paschim Vihar,Delhi
OYO 22971 Cozy 2BHK,1863.0,46.0,1010.0,4.3,3.5,37.0,Good,Paschim Vihar,Delhi
OYO 22691 Royale Park Inn Saver,1712.0,41.0,1010.0,5.0,3.9,171.0,Good,Paschim Vihar,Delhi
OYO 60529 Hari Nagar Inn,6866.0,32.0,4681.0,5.1,3.4,172.0,Fair,Paschim Vihar,Delhi
OYO 37915 Anshun Residency Saver,2365.0,32.0,1612.0,5.0,0.0,0.0,Yet to be summarised,Paschim Vihar,Delhi
OYO 5109 LS Banquet & Rooms,5979.0,32.0,4077.0,4.1,4.3,216.0,Very Good,Paschim Vihar,Delhi
OYO Flagship 27968 Vishwakarma Palace,2489.0,32.0,1697.0,4.2,3.4,3759.0,Fair,Paschim Vihar,Delhi
OYO Townhouse 281 Harsh Vihar,4023.0,32.0,2743.0,4.6,3.7,1400.0,Good,Paschim Vihar,Delhi
OYO 5574 Cosy Tree Inn,2510.0,32.0,1711.0,8.3,4.1,449.0,Very Good,Kalkaji,Delhi
OYO 11247 Hotel Flic Flac Saver,2283.0,32.0,1557.0,2.9,4.4,283.0,Very Good,Kalkaji,Delhi
OYO 3865 Hotel Corporate Park,3081.0,48.0,1603.0,2.7,3.6,500.0,Good,Kalkaji,Delhi
OYO 28389 Premium Stay,3543.0,35.0,2311.0,1.4,4.2,194.0,Very Good,Kalkaji,Delhi
Collection O 47080 Near Mangla Apartments,3204.0,32.0,2185.0,0.5,3.8,1416.0,Good,Kalkaji,Delhi
SilverKey Executive Stays 46142 Vinayak Road,1777.0,32.0,1212.0,8.4,3.3,648.0,Fair,Kalkaji,Delhi
Collection O 46143 Sector 27,1981.0,32.0,1351.0,8.4,3.4,1087.0,Fair,Kalkaji,Delhi
OYO Flagship 504 Greater Kailash,5162.0,32.0,3520.0,3.0,3.9,2349.0,Good,Kalkaji,Delhi
OYO 44229 A R Palace,1933.0,32.0,1318.0,4.9,3.5,272.0,Good,Kalkaji,Delhi
Collection O 30029 Jasola Vihar,3727.0,51.0,1835.0,5.0,4.1,1390.0,Very Good,Kalkaji,Delhi
SPOT ON 60603 Hp Residency SPOT,1481.0,32.0,1010.0,4.4,3.2,77.0,Fair,Kalkaji,Delhi
Collection O 30065 Chittranjan Park Block A,3972.0,32.0,2708.0,2.2,3.9,5045.0,Good,Kalkaji,Delhi
OYO 28126 Charanpahari Hotel,1883.0,52.0,906.0,4.3,4.6,1663.0,Excellent,Kalkaji,Delhi
OYO Flagship 632 Kalkaji Mandir,3150.0,45.0,1723.0,1.5,3.9,2294.0,Good,Kalkaji,Delhi
SilverKey Executive Stays 36995 Ambika Inn Complex,1316.0,32.0,898.0,8.5,4.0,1710.0,Very Good,Kalkaji,Delhi
Collection O 50069 Grand Hotel Boutique,2700.0,32.0,1841.0,2.8,3.8,293.0,Good,Kalkaji,Delhi
OYO 15668 Hotel Heaven Inn,2579.0,48.0,1330.0,6.0,3.7,145.0,Good,Kalkaji,Delhi
OYO 28461 The Vishnu Paradise,2046.0,38.0,1276.0,2.4,4.4,779.0,Very Good,Kalkaji,Delhi
OYO 1219 Hamilton Hotel,3722.0,32.0,2538.0,5.6,3.8,482.0,Good,Kalkaji,Delhi
OYO 12075 Hotel Regalia Retreat,3169.0,44.0,1789.0,2.8,4.3,309.0,Very Good,Kalkaji,Delhi
OYO 47139 Cozy Stay PVR 3C's,2720.0,32.0,1855.0,5.8,4.0,282.0,Very Good,Kalkaji,Delhi
OYO 38422 Spacious Studio,2734.0,32.0,1864.0,2.0,4.1,554.0,Very Good,Kalkaji,Delhi
SilverKey Executive Stays 48195 Badarpur,1481.0,32.0,1010.0,4.7,3.5,263.0,Good,Kalkaji,Delhi
OYO 464 Hotel Lotus Palace,2202.0,32.0,1501.0,0.3,4.5,805.0,Excellent,Kalkaji,Delhi
OYO 39557 Luxurious Stay East Of Kailash,2448.0,32.0,1669.0,2.8,4.5,659.0,Excellent,Kalkaji,Delhi
Collection O 50134 Nk Residency Kalkaji,2640.0,32.0,1800.0,1.4,4.2,377.0,Very Good,Kalkaji,Delhi
OYO 47518 Comfortable Stay,2560.0,32.0,1746.0,6.0,4.2,338.0,Very Good,Kalkaji,Delhi
