Name,Original_price,Offer,Final_price,Distance,Rating,Number_of_Rating,Summary,Location,City
SilverKey Executive Stays 61767 Ranibagh,2443.0,32.0,1666.0,11.0,4.5,72.0,Excellent,Rohini,Delhi
OYO 18607 Nights Inn Deluxe,3493.0,32.0,2382.0,10.0,3.8,133.0,Good,Rohini,Delhi
OYO Flagship 30760 Samaypur Badli,1467.0,32.0,1000.0,10.0,3.5,353.0,Good,Rohini,Delhi
OYO 40031 Moon Shine Saver,1481.0,32.0,1010.0,13.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO Flagship 737 Paschim Vihar,4599.0,32.0,3136.0,13.0,4.0,2312.0,Very Good,Rohini,Delhi
OYO Flagship 36992 Sidharth Plaza Haiderpur,1481.0,32.0,1010.0,12.0,3.5,740.0,Good,Rohini,Delhi
SPOT ON 39541 Haiderpur ,1091.0,32.0,744.0,12.0,3.2,78.0,Fair,Rohini,Delhi
OYO 8495 Royal s,2704.0,32.0,1844.0,12.0,3.3,74.0,Fair,Rohini,Delhi
Collection O 48584 Dwarka Mod Metro Station,1822.0,32.0,1243.0,14.0,4.5,1420.0,Excellent,Rohini,Delhi
OYO Flagship 37111 Mohit Plaza Shalimar Bagh,1270.0,32.0,866.0,12.0,4.0,301.0,Very Good,Rohini,Delhi
OYO 22663 Qlark Rooms & Lawn,2589.0,35.0,1677.0,12.0,4.9,1390.0,Fabulous,Rohini,Delhi
OYO Flagship 15411 Paschim Vihar Metro Station,2862.0,46.0,1550.0,13.0,4.6,2426.0,Excellent,Rohini,Delhi
OYO 10558 Hotel Qlark Deluxe,3073.0,43.0,1751.0,15.0,4.3,282.0,Very Good,Rohini,Delhi
OYO Flagship 545 Rohini Pitampura Deluxe,4295.0,32.0,2929.0,12.0,3.7,846.0,Good,Rohini,Delhi
OYO 62945 Seven Heaven ,2312.0,32.0,1576.0,14.0,3.4,370.0,Fair,Rohini,Delhi
OYO 29535 Designer Stay,2206.0,32.0,1504.0,15.0,4.3,795.0,Very Good,Rohini,Delhi
OYO 41215 Three Kings,1777.0,32.0,1212.0,14.0,3.9,429.0,Good,Rohini,Delhi
OYO Townhouse 039 Paschim Vihar,4263.0,42.0,2458.0,14.0,4.3,2055.0,Very Good,Rohini,Delhi
OYO 47968 Dwarka Cozy Stay,1840.0,32.0,1255.0,14.0,4.4,321.0,Very Good,Rohini,Delhi
OYO 29401 Exotic Stay Hari Nagar,2726.0,32.0,1859.0,15.0,4.3,265.0,Very Good,Rohini,Delhi
OYO Home 62536 Elegant Rooms Janakpuri,1903.0,32.0,1297.0,14.0,4.6,62.0,Excellent,Rohini,Delhi
OYO 46761 Hotel Royal King Deluxe,1777.0,32.0,1212.0,15.0,3.0,228.0,Fair,Rohini,Delhi
OYO Flagship 37110 Block C Shakurpur,1481.0,32.0,1010.0,12.0,3.8,176.0,Good,Rohini,Delhi
OYO 47206 Exotic Stay NSIT Dwarka,1864.0,32.0,1271.0,15.0,4.8,123.0,Excellent,Rohini,Delhi
OYO 8534 Golden Park,2459.0,32.0,1677.0,14.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
SPOT ON 60601 Best Bikaner SPOT,723.0,32.0,493.0,13.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 15763 Qlark Budget Hotel Saver,1731.0,42.0,1010.0,15.0,3.3,495.0,Fair,Rohini,Delhi
SPOT ON 62019 S. Gaurang Residency,2257.0,32.0,1539.0,13.0,4.6,84.0,Excellent,Rohini,Delhi
OYO 61458 Palm Stay Saver,1426.0,32.0,973.0,14.0,3.8,292.0,Good,Rohini,Delhi
OYO 46841 Aashiana Guest House,1193.0,32.0,814.0,15.0,4.1,136.0,Very Good,Rohini,Delhi
OYO 28624 A K Continental,1987.0,32.0,1355.0,14.0,3.6,344.0,Good,Rohini,Delhi
SilverKey Executive Stays 43483 near A One Hospital,3485.0,32.0,2377.0,15.0,4.0,2948.0,Very Good,Rohini,Delhi
OYO 45940 Grand Imperial,1481.0,32.0,1010.0,17.0,4.5,200.0,Excellent,Rohini,Delhi
OYO 48841 Elegant Rooms Paschim Vihar,2802.0,32.0,1911.0,14.0,4.4,151.0,Very Good,Rohini,Delhi
OYO 35804 Elegant Stay Near Airport,1777.0,32.0,1212.0,16.0,4.7,591.0,Excellent,Rohini,Delhi
OYO Townhouse 117 Punjabi Bagh,3351.0,32.0,2285.0,17.0,3.8,4290.0,Good,Rohini,Delhi
SPOT ON 35617 Ashok Park Metro Inn,1426.0,32.0,973.0,14.0,4.4,133.0,Very Good,Rohini,Delhi
Capital O 8236 The Kailash Dev Hotel,2453.0,32.0,1672.0,16.0,4.2,1298.0,Very Good,Rohini,Delhi
OYO 29119 Royal Town Paschim Vihar,2363.0,35.0,1534.0,14.0,3.6,262.0,Good,Rohini,Delhi
OYO 12190 Blue Umbrella,2989.0,51.0,1468.0,17.0,3.9,1017.0,Good,Rohini,Delhi
SPOT ON 61808 Viraj Hotel SPOT,1888.0,32.0,1288.0,16.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 46450 Designer Stay Near BLK Hospital,2949.0,32.0,2011.0,17.0,4.6,159.0,Excellent,Rohini,Delhi
Collection O 40640 Excel In Naraina Vihar,3188.0,32.0,2174.0,16.0,4.2,1223.0,Very Good,Rohini,Delhi
Capital O 37878 Star Seventeen,3201.0,32.0,2182.0,18.0,4.5,662.0,Excellent,Rohini,Delhi
Collection O 30003 Dwarka,4794.0,32.0,3269.0,17.0,3.9,1302.0,Good,Rohini,Delhi
OYO 36011 Qlark Stay,1124.0,32.0,766.0,15.0,3.6,591.0,Good,Rohini,Delhi
SilverKey Executive Stays 45397 Tilak Nagar Metro,3059.0,32.0,2086.0,17.0,4.0,578.0,Very Good,Rohini,Delhi
OYO Home Luxe 29197 Lavish Stay Near Rajendra Place Metro,2719.0,32.0,1854.0,18.0,4.1,724.0,Very Good,Rohini,Delhi
OYO 26666 Refuge Home Stays,2967.0,32.0,2023.0,18.0,4.1,184.0,Very Good,Rohini,Delhi
OYO 49466 Spacious Stay Near Airport,1474.0,32.0,1005.0,18.0,4.1,620.0,Very Good,Rohini,Delhi
SPOT ON 46861 Tushir House SPOT,748.0,32.0,510.0,16.0,3.9,277.0,Good,Rohini,Delhi
OYO 35789 Cozy Stay BLK Hospital,2377.0,32.0,1621.0,18.0,4.1,709.0,Very Good,Rohini,Delhi
Capital O 39909 Happy Homes,1777.0,32.0,1212.0,18.0,4.2,791.0,Very Good,Rohini,Delhi
OYO 29429 Dwarka International,1899.0,32.0,1295.0,18.0,4.1,295.0,Very Good,Rohini,Delhi
OYO 65589 Red Leaf Residency Deluxe,1258.0,32.0,858.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 48644 Metro View Classic,1796.0,32.0,1225.0,18.0,3.7,301.0,Good,Rohini,Delhi
Capital O 9761 Hotel Clark Heights,3115.0,59.0,1287.0,19.0,4.2,1919.0,Very Good,Rohini,Delhi
OYO 40163 Elegant Stay Gangaram Hospital,2372.0,32.0,1618.0,18.0,4.1,1213.0,Very Good,Rohini,Delhi
OYO 14386 Orange inn,1999.0,34.0,1326.0,18.0,3.8,475.0,Good,Rohini,Delhi
OYO 29181 Delight Deluxe,1555.0,35.0,1010.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
Collection O 50068 Model Town,3537.0,32.0,2412.0,18.0,3.3,765.0,Fair,Rohini,Delhi
OYO 62740 Gold Inn,2790.0,32.0,1903.0,19.0,4.4,170.0,Very Good,Rohini,Delhi
OYO Townhouse 276 Dwarka Sec 19,4055.0,32.0,2765.0,18.0,3.5,81.0,Good,Rohini,Delhi
OYO Home 49694 Peaceful Stay Dwarka,1481.0,32.0,1010.0,18.0,4.4,294.0,Very Good,Rohini,Delhi
OYO 28200 Designer Stay Dwarka Sector 9 Metro,2216.0,32.0,1511.0,19.0,4.4,1727.0,Very Good,Rohini,Delhi
OYO Townhouse 082 Chander Nagar Janakpuri,4664.0,32.0,3180.0,18.0,3.8,2651.0,Good,Rohini,Delhi
OYO 5943 TJS Grand,2468.0,32.0,1683.0,19.0,4.0,54.0,Very Good,Rohini,Delhi
OYO Townhouse 086 Pankha Road,4094.0,41.0,2410.0,19.0,4.1,2877.0,Very Good,Rohini,Delhi
OYO 23641 The Garden Side Inn,2978.0,37.0,1885.0,19.0,4.8,246.0,Excellent,Rohini,Delhi
OYO 7135 Hotel Blue Sapphire,2063.0,32.0,1407.0,19.0,4.0,14.0,Very Good,Rohini,Delhi
OYO 40030 Dream Homes,3115.0,32.0,2124.0,17.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 36600 Decent Studio Rajouri Garden,2106.0,32.0,1436.0,19.0,4.3,298.0,Very Good,Rohini,Delhi
OYO 9534 Brijwashi Residency,1643.0,44.0,921.0,18.0,4.6,242.0,Excellent,Rohini,Delhi
OYO 46183 New Tech India,3115.0,32.0,2124.0,19.0,4.8,274.0,Excellent,Rohini,Delhi
OYO 18434 Shiva Inn,1818.0,55.0,814.0,18.0,3.2,288.0,Fair,Rohini,Delhi
Capital O 29088 Hotel Jeyan Inn,3517.0,43.0,2006.0,18.0,4.4,1703.0,Very Good,Rohini,Delhi
SilverKey Executive Stays 45766 Sector 19 Dwarka,2792.0,32.0,1904.0,18.0,3.7,217.0,Good,Rohini,Delhi
OYO Flagship 41614 B-5 Kalish Park,2566.0,32.0,1750.0,18.0,4.7,522.0,Excellent,Rohini,Delhi
OYO 36598 Spacious Studio Rajouri Garden,2106.0,32.0,1436.0,19.0,4.3,274.0,Very Good,Rohini,Delhi
Capital O 44526 Hotel Tjs Royale Deluxe,4397.0,32.0,2998.0,19.0,4.0,706.0,Very Good,Rohini,Delhi
Collection O 50329 Qutub Vihar I,1061.0,32.0,724.0,19.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
Capital O 23188 Glory Villa,3675.0,32.0,2506.0,20.0,4.4,399.0,Very Good,Rohini,Delhi
OYO 7217 Hotel Knk International,2766.0,32.0,1886.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 61218 Silver Palace,2195.0,32.0,1497.0,19.0,3.5,35.0,Good,Rohini,Delhi
OYO 3669 Hotel Vista Inn Deluxe,2436.0,32.0,1661.0,18.0,3.6,70.0,Good,Rohini,Delhi
Collection O 18304 Janakpuri,2808.0,32.0,1915.0,19.0,4.2,2186.0,Very Good,Rohini,Delhi
OYO 28828 Elegant Designer Stay,1481.0,32.0,1010.0,19.0,4.1,422.0,Very Good,Rohini,Delhi
Capital O 10938 Season Grand,10775.0,32.0,7347.0,13.0,4.3,993.0,Very Good,Rohini,Delhi
OYO 64916 Mannat Residency ,5985.0,32.0,4081.0,10.0,4.1,38.0,Very Good,Rohini,Delhi
OYO 18831 Florence Residency,3637.0,32.0,2480.0,9.3,4.4,208.0,Very Good,Rohini,Delhi
OYO 26995 SG Palace,7471.0,32.0,5094.0,9.3,3.7,23.0,Good,Rohini,Delhi
OYO 47883 Hari Kant,1157.0,32.0,789.0,14.0,4.1,60.0,Very Good,Rohini,Delhi
OYO 12464 Hotel C Pearls,6860.0,32.0,4678.0,11.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 528 Hotel Neptune Residency,6915.0,32.0,4715.0,13.0,4.1,398.0,Very Good,Rohini,Delhi
OYO 49858 Comfort Inn,6860.0,32.0,4678.0,13.0,3.4,179.0,Fair,Rohini,Delhi
OYO 14723 Diamond deluxe,5990.0,32.0,4084.0,13.0,4.4,152.0,Very Good,Rohini,Delhi
OYO 63974 Hotel Metro Inn Saver,1023.0,32.0,697.0,14.0,3.0,57.0,Fair,Rohini,Delhi
OYO 46441 1 Plus One Hotel Residency,8008.0,32.0,5460.0,15.0,3.2,171.0,Fair,Rohini,Delhi
OYO 61592 All In One,4097.0,32.0,2794.0,15.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 49587 Hotel Rainbow Inn Saver,6171.0,32.0,4207.0,15.0,3.0,138.0,Fair,Rohini,Delhi
OYO 10960 Hotel Royal India,2314.0,35.0,1499.0,16.0,3.1,97.0,Fair,Rohini,Delhi
OYO 5401 Hotel Mid Town,6915.0,32.0,4715.0,18.0,3.9,176.0,Good,Rohini,Delhi
OYO 475 Hotel Garden View,1777.0,32.0,1212.0,18.0,4.1,120.0,Very Good,Rohini,Delhi
OYO 47524 Hotel Signature Village,1777.0,32.0,1212.0,18.0,4.1,637.0,Very Good,Rohini,Delhi
OYO 5382 Hotel Elegant International,2275.0,43.0,1297.0,18.0,4.0,348.0,Very Good,Rohini,Delhi
OYO 26610 Royal Town,2497.0,48.0,1296.0,18.0,3.3,228.0,Fair,Rohini,Delhi
OYO 526 Hotel Asees Inn,1074.0,32.0,733.0,18.0,3.2,269.0,Fair,Rohini,Delhi
OYO 15623 Golden Crystal,9996.0,32.0,6816.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 37118 Hotel Cosmo,2041.0,32.0,1392.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 22394 Club Residency,6012.0,32.0,4099.0,18.0,3.9,458.0,Good,Rohini,Delhi
OYO 44081 Hotel Royal Holidays Deluxe,1918.0,32.0,1308.0,18.0,4.1,70.0,Very Good,Rohini,Delhi
OYO 471 Sehej Continental Deluxe,1777.0,32.0,1212.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
SPOT ON 63635 Hotel Swagat Palace  SPOT,3466.0,32.0,2363.0,18.0,3.4,183.0,Fair,Rohini,Delhi
OYO 35740 Krishna Palace,5341.0,32.0,3642.0,18.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 3622 ASR Guest House,2371.0,47.0,1260.0,19.0,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 7292 Hotel NK North Star,6492.0,32.0,4426.0,19.0,4.3,168.0,Very Good,Rohini,Delhi
OYO 5795 Ashoka International,8046.0,32.0,5486.0,19.0,4.3,101.0,Very Good,Rohini,Delhi
SPOT ON 40693 Chahal Guest House SPOT,700.0,32.0,478.0,7.4,3.7,1252.0,Good,Rohini,Delhi
OYO 37915 Anshun Residency Saver,2448.0,32.0,1669.0,8.2,0.0,0.0,Yet to be summarised,Rohini,Delhi
OYO 22971 Cozy 2BHK,1863.0,46.0,1003.0,8.8,3.5,37.0,Good,Rohini,Delhi
OYO 3865 Hotel Corporate Park,3081.0,48.0,1603.0,0.4,3.6,500.0,Good,Greater Kailash,Delhi
OYO 11247 Hotel Flic Flac Saver,2283.0,32.0,1557.0,2.4,4.4,283.0,Very Good,Greater Kailash,Delhi
OYO 28389 Premium Stay,3543.0,37.0,2237.0,0.9,4.2,194.0,Very Good,Greater Kailash,Delhi
Collection O 47080 Near Mangla Apartments,3204.0,32.0,2185.0,2.2,3.8,1416.0,Good,Greater Kailash,Delhi
OYO Townhouse 008 Greater Kailash,6647.0,32.0,4532.0,1.3,4.7,2388.0,Excellent,Greater Kailash,Delhi
OYO 47139 Cozy Stay PVR 3C's,2720.0,32.0,1855.0,3.2,4.0,282.0,Very Good,Greater Kailash,Delhi
OYO 47518 Comfortable Stay,2560.0,32.0,1746.0,3.0,4.2,338.0,Very Good,Greater Kailash,Delhi
OYO Flagship 504 Greater Kailash,5162.0,32.0,3520.0,2.7,3.9,2349.0,Good,Greater Kailash,Delhi
OYO 49750 Surya Inn,2953.0,32.0,2014.0,5.6,3.9,289.0,Good,Greater Kailash,Delhi
Collection O 30065 Chittranjan Park Block A,3972.0,32.0,2708.0,1.9,3.9,5045.0,Good,Greater Kailash,Delhi
Collection O 50069 Grand Hotel Boutique,2700.0,32.0,1841.0,1.4,3.8,293.0,Good,Greater Kailash,Delhi
OYO 15668 Hotel Heaven Inn,2579.0,48.0,1330.0,5.4,3.7,145.0,Good,Greater Kailash,Delhi
OYO Home 45523 Pleasant Stay Chhatarpur,1777.0,32.0,1212.0,7.4,4.4,383.0,Very Good,Greater Kailash,Delhi
OYO 12075 Hotel Regalia Retreat,3169.0,44.0,1789.0,1.5,4.3,309.0,Very Good,Greater Kailash,Delhi
OYO 44229 A R Palace,1933.0,32.0,1318.0,5.6,3.5,272.0,Good,Greater Kailash,Delhi
OYO Flagship 632 Kalkaji Mandir,3150.0,45.0,1723.0,1.8,3.9,2294.0,Good,Greater Kailash,Delhi
OYO 1219 Hamilton Hotel,3722.0,32.0,2538.0,5.3,3.8,482.0,Good,Greater Kailash,Delhi
OYO 39557 Luxurious Stay East Of Kailash,2448.0,32.0,1669.0,1.4,4.5,659.0,Excellent,Greater Kailash,Delhi
OYO 28461 The Vishnu Paradise,2046.0,38.0,1276.0,2.5,4.4,779.0,Very Good,Greater Kailash,Delhi
OYO 29163 Exotic Studio Near AIIMS,2912.0,32.0,1986.0,4.2,3.8,347.0,Good,Greater Kailash,Delhi
OYO 13338 Hotel Atithi,4103.0,32.0,2797.0,3.4,4.4,633.0,Very Good,Greater Kailash,Delhi
OYO 37882 Cozy Stay Lajpat Nagar,2830.0,32.0,1930.0,3.4,3.8,584.0,Good,Greater Kailash,Delhi
OYO Home 47987 Exquisite Home Stay,1900.0,32.0,1296.0,5.6,4.5,180.0,Excellent,Greater Kailash,Delhi
OYO 48831 Spacious Stay Near Saket Metro,2780.0,32.0,1896.0,5.9,4.4,264.0,Very Good,Greater Kailash,Delhi
OYO 28810 Classic Stay Lajpat Nagar,2830.0,32.0,1930.0,3.9,3.8,539.0,Good,Greater Kailash,Delhi
Collection O 49239 Shiv Shankar Green Park,5416.0,32.0,3693.0,4.2,3.9,450.0,Good,Greater Kailash,Delhi
OYO Home Luxe 24505 Elite Stay,2619.0,32.0,1786.0,0.7,4.1,204.0,Very Good,Greater Kailash,Delhi
OYO Home 60572 Cozy Stay Lajpat Nagar Metro,2797.0,32.0,1907.0,3.3,4.4,144.0,Very Good,Greater Kailash,Delhi
OYO 464 Hotel Lotus Palace,2202.0,32.0,1501.0,2.9,4.5,805.0,Excellent,Greater Kailash,Delhi
OYO 40250 Elegant Stay Iskcon Temple,2697.0,32.0,1839.0,1.8,4.0,633.0,Very Good,Greater Kailash,Delhi
OYO 305 Hotel Rajdeep Palace,2310.0,32.0,1575.0,4.8,3.9,300.0,Good,Greater Kailash,Delhi
OYO 47582 Safdarjung Pleasant Stay,2830.0,32.0,1930.0,5.9,3.6,279.0,Good,Greater Kailash,Delhi
Capital O 28618 New Haven Hotel,4489.0,32.0,3061.0,2.8,4.6,1696.0,Excellent,Greater Kailash,Delhi
OYO 5378 South Paradise,3205.0,32.0,2185.0,2.0,4.0,249.0,Very Good,Greater Kailash,Delhi
OYO Townhouse 023 CR Park,6647.0,32.0,4532.0,1.9,4.3,1312.0,Very Good,Greater Kailash,Delhi
Collection O 50134 Nk Residency Kalkaji,2640.0,32.0,1800.0,3.3,4.2,377.0,Very Good,Greater Kailash,Delhi
SPOT ON 60603 Hp Residency SPOT,1481.0,32.0,1010.0,6.7,3.2,77.0,Fair,Greater Kailash,Delhi
OYO 38422 Spacious Studio,3010.0,32.0,2053.0,4.1,4.1,554.0,Very Good,Greater Kailash,Delhi
OYO Flagship 45264 Opposite Paryavaran Complex Post Office,2356.0,32.0,1606.0,4.8,3.6,2319.0,Good,Greater Kailash,Delhi
OYO Townhouse 013 New Friends Colony,5536.0,42.0,3226.0,5.3,4.1,1925.0,Very Good,Greater Kailash,Delhi
OYO 28126 Charanpahari Hotel,1883.0,52.0,906.0,6.6,4.6,1663.0,Excellent,Greater Kailash,Delhi
OYO Flagship 40765 Ashoka Residency Govindpuri,2237.0,32.0,1525.0,3.7,4.1,1070.0,Very Good,Greater Kailash,Delhi
Collection O 39641 Deoli Road Khanpur,2236.0,32.0,1525.0,3.4,3.9,1735.0,Good,Greater Kailash,Delhi
OYO Home 36573 Delight Home Stay,1983.0,32.0,1352.0,3.4,4.5,161.0,Excellent,Greater Kailash,Delhi
OYO 37547 Elegant Studios Lajpat Nagar,2912.0,32.0,1986.0,2.8,3.8,252.0,Good,Greater Kailash,Delhi
OYO Home 36577 Delight Home Stay,1777.0,32.0,1212.0,3.4,4.4,114.0,Very Good,Greater Kailash,Delhi
SilverKey Executive Stays 36995 Ambika Inn Complex,1316.0,32.0,898.0,10.0,4.0,1710.0,Very Good,Greater Kailash,Delhi
Capital O 10824 Hotel Star Suites,3787.0,36.0,2421.0,7.5,4.7,1887.0,Excellent,Greater Kailash,Delhi
SilverKey Executive Stays 48195 Badarpur,1481.0,32.0,1010.0,6.6,3.5,263.0,Good,Greater Kailash,Delhi
Collection O 30067 Friends Colony East,4276.0,47.0,2285.0,4.5,4.0,3297.0,Very Good,Greater Kailash,Delhi
Collection O 30029 Jasola Vihar,3727.0,51.0,1835.0,8.1,4.1,1390.0,Very Good,Greater Kailash,Delhi
OYO Townhouse 033 Siri Fort,6407.0,32.0,4369.0,3.5,4.3,1906.0,Very Good,Greater Kailash,Delhi
OYO 3863 Iris,3239.0,32.0,2209.0,1.9,3.9,89.0,Good,Greater Kailash,Delhi
OYO 35722 Threeyaarrs,1777.0,32.0,1212.0,5.1,4.3,164.0,Very Good,Greater Kailash,Delhi
OYO 29962 South Continental (b&b) Deluxe,2440.0,32.0,1664.0,0.6,4.1,328.0,Very Good,Greater Kailash,Delhi
OYO 14164 Satwah 29,2425.0,33.0,1622.0,7.3,4.3,51.0,Very Good,Greater Kailash,Delhi
OYO Townhouse 010 East of Kailash,6647.0,32.0,4532.0,2.7,4.5,1453.0,Excellent,Greater Kailash,Delhi
OYO 64076 Discovery Inn,1438.0,32.0,981.0,9.0,3.8,220.0,Good,Greater Kailash,Delhi
Collection O 50309 Heritage,2531.0,32.0,1726.0,2.2,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
OYO 30120 Pleasant Stay Vinobapuri Metro,2697.0,32.0,1839.0,2.4,4.4,593.0,Very Good,Greater Kailash,Delhi
OYO 47140 Elegant Stay Lajpat Nagar,2830.0,32.0,1930.0,6.0,3.9,384.0,Good,Greater Kailash,Delhi
Collection O 746 Bhikaji Cama Place,3599.0,52.0,1735.0,9.2,3.9,1000.0,Good,Greater Kailash,Delhi
OYO 9720 Home Stay Virat Residency,3173.0,32.0,2164.0,2.3,3.0,4.0,Fair,Greater Kailash,Delhi
OYO 37055 M R Residency Saver,1481.0,32.0,1010.0,6.8,4.4,541.0,Very Good,Greater Kailash,Delhi
OYO 46493 Relaxing Stay,2560.0,32.0,1746.0,6.6,4.2,396.0,Very Good,Greater Kailash,Delhi
OYO 37512 Spacious Stay Saket Metro,1981.0,32.0,1351.0,5.4,4.0,413.0,Very Good,Greater Kailash,Delhi
OYO 29270 Kamal Palace Saver,2073.0,53.0,975.0,5.8,3.1,353.0,Fair,Greater Kailash,Delhi
OYO 29701 Sagar Palace,3811.0,32.0,2599.0,8.4,3.7,9.0,Good,Greater Kailash,Delhi
OYO 61639 Red Carmine,1777.0,32.0,1212.0,9.2,4.6,104.0,Excellent,Greater Kailash,Delhi
OYO 44324 Comfort Stay Near Saket Metro,2989.0,32.0,2038.0,9.1,4.6,878.0,Excellent,Greater Kailash,Delhi
OYO 62553 Suvee Palace,1294.0,32.0,883.0,8.6,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
OYO Home Luxe 30142 Fabulous Farmstay,2548.0,49.0,1299.0,9.5,4.6,535.0,Excellent,Greater Kailash,Delhi
OYO Home 47965 Cozy Stay Ignou Road Saket,2720.0,32.0,1855.0,4.9,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
OYO Home 47964 Comfortable  Stay Ignou Road Saket,2720.0,32.0,1855.0,4.9,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
OYO 14789 Kempinski Wide,3534.0,34.0,2349.0,3.5,4.3,195.0,Very Good,Greater Kailash,Delhi
OYO 63837 Ambica Inn,2729.0,32.0,1861.0,5.7,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
Capital O 7075 The Oakland Plaza Hotel Deluxe,3078.0,32.0,2099.0,3.2,4.0,1025.0,Very Good,Greater Kailash,Delhi
OYO 60334 Skp Bed & Breakfast,2225.0,32.0,1517.0,8.5,3.4,114.0,Fair,Greater Kailash,Delhi
Collection O 30095 Nauroji Nagar Marg,5787.0,32.0,3946.0,9.6,4.2,2982.0,Very Good,Greater Kailash,Delhi
Collection O 49303 New Delhi International,3545.0,32.0,2417.0,8.0,4.1,552.0,Very Good,Greater Kailash,Delhi
Capital O 39462 Westyard Hotel,2863.0,32.0,1952.0,4.7,4.0,2104.0,Very Good,Greater Kailash,Delhi
OYO 64271 Singh Hotel 2,1140.0,32.0,778.0,7.0,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
OYO Townhouse 002 Green Park,7806.0,32.0,5323.0,8.8,4.8,1390.0,Excellent,Greater Kailash,Delhi
Capital O 712 Defence Colony Deluxe,3738.0,32.0,2549.0,5.4,4.2,723.0,Very Good,Greater Kailash,Delhi
OYO 49468 Comfort Stay Chhatarpur,1481.0,32.0,1010.0,9.1,3.5,78.0,Good,Greater Kailash,Delhi
OYO 22321 Nitin Palace Guest House,2822.0,32.0,1924.0,9.7,4.7,279.0,Excellent,Greater Kailash,Delhi
OYO 7304 Stay Jangpura,2843.0,32.0,1939.0,7.5,0.0,0.0,Yet to be summarised,Greater Kailash,Delhi
OYO Home Luxe 26252 Opulent Stay,3372.0,49.0,1726.0,8.4,3.9,143.0,Good,Greater Kailash,Delhi
OYO 14765 Amar Villa,4239.0,53.0,2010.0,7.9,3.8,126.0,Good,Greater Kailash,Delhi
OYO 9536 Bee For Home Stay,5011.0,62.0,1899.0,9.2,4.2,47.0,Very Good,Greater Kailash,Delhi
OYO 543 La Ola Boutique Hotel,2766.0,32.0,1886.0,2.7,4.2,143.0,Very Good,Greater Kailash,Delhi
OYO 472 Hotel Sareen,2389.0,35.0,1552.0,2.5,3.7,90.0,Good,Greater Kailash,Delhi
OYO 48664 Gour White House,2526.0,32.0,1723.0,2.7,4.3,245.0,Very Good,Greater Kailash,Delhi
OYO 43002 The Royal Town Deluxe,4522.0,32.0,3083.0,2.9,3.6,114.0,Good,Greater Kailash,Delhi
OYO 13235 The Golden Door,6855.0,32.0,4674.0,3.1,4.5,173.0,Excellent,Greater Kailash,Delhi
OYO 12532 Imperial Inn Deluxe,7544.0,32.0,5144.0,3.2,4.8,271.0,Excellent,Greater Kailash,Delhi
OYO 33489 Krishna Suites,11006.0,32.0,7504.0,2.3,3.1,31.0,Fair,Greater Kailash,Delhi
OYO 2407 Hotel Gera's M1,1842.0,32.0,1256.0,2.6,3.5,100.0,Good,Greater Kailash,Delhi
Capital O 367 Hotel Forest Green,9388.0,32.0,6401.0,3.6,4.1,1420.0,Very Good,Greater Kailash,Delhi
OYO 61622 Classic Hotel ,1863.0,32.0,1270.0,5.3,3.8,356.0,Good,Greater Kailash,Delhi
OYO 10558 Hotel Qlark Deluxe,3073.0,43.0,1751.0,2.1,4.3,282.0,Very Good,Paschim Vihar,Delhi
OYO Townhouse 117 Punjabi Bagh,3351.0,32.0,2285.0,3.1,3.8,4290.0,Good,Paschim Vihar,Delhi
OYO 41667 Paschim Vihar Inn,2663.0,32.0,1816.0,1.3,3.6,121.0,Good,Paschim Vihar,Delhi
OYO 15763 Qlark Budget Hotel Saver,1731.0,42.0,1010.0,2.1,3.3,495.0,Fair,Paschim Vihar,Delhi
OYO Flagship 737 Paschim Vihar,4599.0,32.0,3136.0,1.2,4.0,2312.0,Very Good,Paschim Vihar,Delhi
OYO 10559 Pitampura,2842.0,35.0,1861.0,3.8,4.5,466.0,Excellent,Paschim Vihar,Delhi
OYO 9999 City Max Hotel,3143.0,45.0,1737.0,1.9,4.5,362.0,Excellent,Paschim Vihar,Delhi
